student_id,full_name,gender,state_of_origin,dob,email,phone,jamb_score,waec_grades,subject_scores,first_choice,second_choice,third_choice,"
        ""passport_photo"": f""https://cdn.example.com/{student_id}/passport.jpg"",
        ""waec_result_file"": f""https://cdn.example.com/{student_id}/waec.pdf"",
        ""jamb_result_file"": f""https://cdn.example.com/{student_id}/jamb.pdf"",created_at",last_login,completion_rate
e20c4dfb-5202-4872-81a9-ea665dabcb64,Jamie Kerr,Female,Kano,5/10/2008,michelle64@example.net,+1-309-413-3412x328,326,"{""English"": ""B2"", ""Mathematics"": ""A1"", ""Physics"": ""A1"", ""Chemistry"": ""A1"", ""Biology"": ""C5"", ""Government"": ""B3"", ""Economics"": ""A1"", ""Literature"": ""A1"", ""CRS"": ""C5"", ""Geography"": ""C5""}","{""English"": 94, ""Mathematics"": 92, ""Physics"": 77, ""Chemistry"": 47, ""Biology"": 55, ""Government"": 93, ""Economics"": 48, ""Literature"": 69, ""CRS"": 70, ""Geography"": 85}",Medicine,Psychology,Law,2025-11-28T14:48:49.371880+00:00,2025-11-28T14:48:49.371884+00:00,96
9443ca14-a9bb-4f52-b36c-aae884e6b1cb,Jerry Wheeler,Female,Delta,6/12/2001,antonio44@example.net,413.349.3618x324,211,"{""English"": ""C4"", ""Mathematics"": ""C5"", ""Physics"": ""C4"", ""Chemistry"": ""C4"", ""Biology"": ""B3"", ""Government"": ""A1"", ""Economics"": ""A1"", ""Literature"": ""A1"", ""CRS"": ""C4"", ""Geography"": ""A1""}","{""English"": 46, ""Mathematics"": 50, ""Physics"": 71, ""Chemistry"": 90, ""Biology"": 76, ""Government"": 45, ""Economics"": 69, ""Literature"": 50, ""CRS"": 77, ""Geography"": 76}",Architecture,Economics,Architecture,2025-11-28T14:48:49.372147+00:00,2025-11-28T14:48:49.372152+00:00,89
7e454dac-061b-44d3-8917-5530796c851f,Ricky Larson,Female,Rivers,4/10/2004,scott74@example.net,(248)387-7190x6594,326,"{""English"": ""C4"", ""Mathematics"": ""C6"", ""Physics"": ""A1"", ""Chemistry"": ""C4"", ""Biology"": ""C4"", ""Government"": ""C5"", ""Economics"": ""B3"", ""Literature"": ""C6"", ""CRS"": ""B3"", ""Geography"": ""B3""}","{""English"": 89, ""Mathematics"": 64, ""Physics"": 84, ""Chemistry"": 97, ""Biology"": 60, ""Government"": 89, ""Economics"": 56, ""Literature"": 69, ""CRS"": 59, ""Geography"": 54}",Law,Medicine,Medicine,2025-11-28T14:48:49.372399+00:00,2025-11-28T14:48:49.372404+00:00,76
d1a060be-a689-4720-aab1-1051d3c1126c,Michael Valencia,Male,Abuja,10/8/2001,keyemily@example.com,001-802-978-7429,168,"{""English"": ""B3"", ""Mathematics"": ""B3"", ""Physics"": ""C4"", ""Chemistry"": ""C5"", ""Biology"": ""A1"", ""Government"": ""A1"", ""Economics"": ""C4"", ""Literature"": ""C5"", ""CRS"": ""A1"", ""Geography"": ""B2""}","{""English"": 92, ""Mathematics"": 75, ""Physics"": 40, ""Chemistry"": 49, ""Biology"": 40, ""Government"": 59, ""Economics"": 51, ""Literature"": 79, ""CRS"": 64, ""Geography"": 69}",Accounting,Computer Science,Accounting,2025-11-28T14:48:49.372727+00:00,2025-11-28T14:48:49.372732+00:00,58
eeaa20cb-5277-4994-83eb-2559aaf4ceaf,Julie Ortiz,Male,Oyo,8/22/2005,elizabeth25@example.com,001-874-268-0715x451,220,"{""English"": ""A1"", ""Mathematics"": ""B2"", ""Physics"": ""A1"", ""Chemistry"": ""C6"", ""Biology"": ""A1"", ""Government"": ""B2"", ""Economics"": ""C4"", ""Literature"": ""A1"", ""CRS"": ""B2"", ""Geography"": ""A1""}","{""English"": 92, ""Mathematics"": 44, ""Physics"": 79, ""Chemistry"": 96, ""Biology"": 44, ""Government"": 93, ""Economics"": 78, ""Literature"": 55, ""CRS"": 67, ""Geography"": 54}",Architecture,Economics,Computer Science,2025-11-28T14:48:49.372992+00:00,2025-11-28T14:48:49.372997+00:00,76
c018336a-e8c3-4ce6-ae1f-f2314cacbbbf,Kimberly Gutierrez,Male,Delta,4/26/2003,aprildean@example.com,+1-570-434-8247x7109,225,"{""English"": ""C4"", ""Mathematics"": ""A1"", ""Physics"": ""C4"", ""Chemistry"": ""B2"", ""Biology"": ""C6"", ""Government"": ""B3"", ""Economics"": ""C6"", ""Literature"": ""A1"", ""CRS"": ""C4"", ""Geography"": ""B3""}","{""English"": 89, ""Mathematics"": 51, ""Physics"": 61, ""Chemistry"": 70, ""Biology"": 64, ""Government"": 61, ""Economics"": 53, ""Literature"": 70, ""CRS"": 80, ""Geography"": 48}",Computer Science,Accounting,Economics,2025-11-28T14:48:49.373326+00:00,2025-11-28T14:48:49.373330+00:00,94
d21bc215-b83f-4d5d-9201-66c64e29db35,Adam Russell,Male,Kaduna,5/18/2002,victoriadurham@example.com,527-948-4677,196,"{""English"": ""C6"", ""Mathematics"": ""A1"", ""Physics"": ""B2"", ""Chemistry"": ""A1"", ""Biology"": ""C6"", ""Government"": ""A1"", ""Economics"": ""C4"", ""Literature"": ""C6"", ""CRS"": ""B2"", ""Geography"": ""C4""}","{""English"": 94, ""Mathematics"": 45, ""Physics"": 65, ""Chemistry"": 64, ""Biology"": 49, ""Government"": 40, ""Economics"": 76, ""Literature"": 67, ""CRS"": 91, ""Geography"": 78}",Psychology,Medicine,Economics,2025-11-28T14:48:49.373655+00:00,2025-11-28T14:48:49.373660+00:00,81
5e23caaa-cc78-481a-b3e7-550b93024255,Janet Weeks,Female,Kano,5/30/2005,michellehill@example.com,784-804-4997x27875,354,"{""English"": ""C5"", ""Mathematics"": ""C4"", ""Physics"": ""B2"", ""Chemistry"": ""B2"", ""Biology"": ""B2"", ""Government"": ""C6"", ""Economics"": ""C5"", ""Literature"": ""C6"", ""CRS"": ""B3"", ""Geography"": ""A1""}","{""English"": 57, ""Mathematics"": 45, ""Physics"": 71, ""Chemistry"": 69, ""Biology"": 42, ""Government"": 95, ""Economics"": 73, ""Literature"": 51, ""CRS"": 40, ""Geography"": 68}",Computer Science,Law,Architecture,2025-11-28T14:48:49.374000+00:00,2025-11-28T14:48:49.374005+00:00,97
cd404dbd-1bc9-468f-b037-d21f54d33027,Frank Lopez,Female,Oyo,1/13/2008,ashleyhall@example.com,7573662702,193,"{""English"": ""C4"", ""Mathematics"": ""C5"", ""Physics"": ""C6"", ""Chemistry"": ""C5"", ""Biology"": ""C6"", ""Government"": ""B2"", ""Economics"": ""C6"", ""Literature"": ""C6"", ""CRS"": ""C5"", ""Geography"": ""C4""}","{""English"": 95, ""Mathematics"": 93, ""Physics"": 95, ""Chemistry"": 57, ""Biology"": 45, ""Government"": 48, ""Economics"": 82, ""Literature"": 61, ""CRS"": 41, ""Geography"": 79}",Accounting,Psychology,Accounting,2025-11-28T14:48:49.374327+00:00,2025-11-28T14:48:49.374331+00:00,93
a4826fc5-558a-4d06-a323-b246327d810b,Jessica Fox,Male,Anambra,2/12/2005,jsmith@example.com,+1-921-274-5961x5865,206,"{""English"": ""C4"", ""Mathematics"": ""B3"", ""Physics"": ""A1"", ""Chemistry"": ""C6"", ""Biology"": ""C5"", ""Government"": ""C6"", ""Economics"": ""C4"", ""Literature"": ""A1"", ""CRS"": ""B3"", ""Geography"": ""B3""}","{""English"": 62, ""Mathematics"": 92, ""Physics"": 77, ""Chemistry"": 54, ""Biology"": 86, ""Government"": 73, ""Economics"": 85, ""Literature"": 83, ""CRS"": 48, ""Geography"": 62}",Medicine,Psychology,Psychology,2025-11-28T14:48:49.374609+00:00,2025-11-28T14:48:49.374614+00:00,97
73ddcc70-91ee-4f6f-9f3e-5aa5402c0c79,Cynthia Cohen,Male,Kano,6/17/2008,wendy16@example.org,001-517-824-0050x45562,147,"{""English"": ""A1"", ""Mathematics"": ""B3"", ""Physics"": ""A1"", ""Chemistry"": ""A1"", ""Biology"": ""B3"", ""Government"": ""B3"", ""Economics"": ""B2"", ""Literature"": ""C6"", ""CRS"": ""A1"", ""Geography"": ""B2""}","{""English"": 47, ""Mathematics"": 76, ""Physics"": 50, ""Chemistry"": 40, ""Biology"": 85, ""Government"": 93, ""Economics"": 90, ""Literature"": 71, ""CRS"": 68, ""Geography"": 43}",Accounting,Law,Law,2025-11-28T14:48:49.374863+00:00,2025-11-28T14:48:49.374868+00:00,94
42fb01f7-13f3-4c80-91fa-2349a2055aba,Rebecca Jackson,Male,Lagos,9/29/2001,lynchpatrick@example.net,279.923.7474,345,"{""English"": ""C4"", ""Mathematics"": ""B3"", ""Physics"": ""B2"", ""Chemistry"": ""C4"", ""Biology"": ""B3"", ""Government"": ""B2"", ""Economics"": ""A1"", ""Literature"": ""B3"", ""CRS"": ""B2"", ""Geography"": ""A1""}","{""English"": 68, ""Mathematics"": 46, ""Physics"": 85, ""Chemistry"": 87, ""Biology"": 40, ""Government"": 52, ""Economics"": 52, ""Literature"": 87, ""CRS"": 42, ""Geography"": 55}",Psychology,Architecture,Economics,2025-11-28T14:48:49.375228+00:00,2025-11-28T14:48:49.375233+00:00,83
a4c74b0b-55d5-4bf6-881c-c938076b49e2,Megan Moore,Female,Kaduna,2/5/2003,llandry@example.com,+1-664-674-3671x3695,149,"{""English"": ""C4"", ""Mathematics"": ""C5"", ""Physics"": ""C6"", ""Chemistry"": ""A1"", ""Biology"": ""C4"", ""Government"": ""C6"", ""Economics"": ""B3"", ""Literature"": ""B2"", ""CRS"": ""C4"", ""Geography"": ""C6""}","{""English"": 70, ""Mathematics"": 97, ""Physics"": 52, ""Chemistry"": 66, ""Biology"": 65, ""Government"": 96, ""Economics"": 59, ""Literature"": 92, ""CRS"": 77, ""Geography"": 79}",Architecture,Economics,Architecture,2025-11-28T14:48:49.375544+00:00,2025-11-28T14:48:49.375549+00:00,57
